36.499	85.427	69.047	34.271	75.113	108.737	32.428	37.716	124.782	49.241	15	18.887	85.865	145.785	74.633	81.239	94.389	131.073	96.082	95.192	110.992	77.608	28.46	85.644	79.824	83.832	86.552	40.47	67.339	110.754	80.474	46.584	42.589	124.88	19.185	25.154	58.571	31.924	85.483	63.632	113.872	53.028	44.235	62.875	40.949	20.811	74.303	74.441	44.647
39.452	88.968	57.152	29.173	79.954	115.705	41.425	38.783	125.982	41.68	20.887	18	91.532	155.183	78.234	81.522	100.334	130.341	101.706	99.691	121.632	94.62	31.86	78.961	73.312	86.643	82.564	51.421	87.845	116.006	68.819	62.289	52.423	127.595	18.737	35.211	64.854	40.738	100.63	65.927	114.741	54.142	52.056	59.602	46.8	24.897	82.488	84.281	35.708
75.456	93.44	39.023	109.496	104.154	106.907	112.177	78.245	120.017	50.758	77.865	93.532	15	132.264	92.093	45.28	88.226	90.124	66.913	139.486	124.614	18.466	96.51	51.847	22.469	51.529	70.142	116.916	102.177	114.711	41.046	58.697	65.081	133.428	70.833	70.376	63.223	81.396	9.687	40.81	49.527	78.022	60.512	43.837	59.963	95.827	82.271	7.69	101.649
108.352	74.677	116.546	162.986	79.233	42.37	158.306	116.479	35.998	136.252	144.785	147.183	140.264	15	74.67	109.989	72.998	75.36	87.088	105.305	46.203	152.256	131.573	92.762	135.945	106.754	90.409	165.881	85.55	44.834	124.867	113.779	121.249	32.158	139.361	126.587	90.027	122.182	140.198	141.711	133.089	113.236	167.594	148.945	120.923	155.976	197.836	131.006	169.353
58.25	17.001	68.372	106.318	30.684	50.89	90.636	52.06	50.365	64.707	77.633	74.234	94.093	82.67	13	75.15	38.876	91.445	56.36	70.222	38.431	103.803	67.961	49.606	103.07	64.28	38.713	95.187	20.24	59.128	70.142	45.552	61.166	54.707	73	56.11	35.936	50.931	90.391	86.74	102.632	32.827	93.991	98.641	48.96	84.494	128.379	90.357	97.995
47.712	73.74	40.403	122.687	82.829	73.641	112.946	75.393	81.846	68.551	80.239	85.522	48.28	108.989	69.15	12	61.523	46.102	28.021	134.526	84.441	59.372	83.079	29.552	46.64	25.26	37.944	118.795	61.948	84.93	32.945	47.57	41.793	100.572	84.323	54.339	48.415	71.972	49.725	39.486	47.583	66.023	90.257	47.881	52.453	88.036	94.59	36.513	106.399
47.67	32.687	66.609	116.486	41.737	48.371	119.676	74.674	52.436	75.257	92.389	98.334	85.226	69.998	30.876	61.523	5	71.65	34.441	76.517	33.388	95.227	88.675	48.416	95.964	51.833	22.177	114.404	30.178	37.192	72.602	49.798	52.258	66.432	80.999	80.916	32.031	75.284	79.531	66.41	87.534	50.414	94.601	83.86	67.929	84.287	124.368	83.519	100.965
100.854	88.154	74.151	152.279	109.151	55.551	154.454	114.332	69.485	110.484	124.073	139.341	88.124	78.36	93.445	56.102	73.65	10	42.953	134.376	88.464	87.527	119.72	52.431	93.223	42.468	56.005	155.394	82.573	63.8	76.877	85.594	99.955	88.757	110.704	114.408	73.568	101.156	78.389	94.582	67.688	101.214	126.349	95.246	88.574	126.824	149.474	75.06	139.245
70.622	59.022	45.422	124.353	78.032	45.18	133.511	72.809	66.022	83.732	102.082	112.706	65.913	76.088	57.36	41.021	49.441	32.953	8	112.916	60.251	88.178	98.892	35.148	81.659	34.932	25.103	123.689	66.29	50.957	49.076	69.504	60.695	76.261	95.987	87.237	44.72	87.184	63.261	64.225	50.193	73.299	95.706	76.017	73.309	112.758	128.709	67.522	130.982
89.029	61.283	122.7	115.046	43.939	106.575	107.386	94.644	95.839	119.889	93.192	94.691	148.486	100.305	60.222	123.526	79.517	137.376	126.916	4	66.052	152.726	73.83	115.051	136.019	126.28	103.877	95.58	75.449	94.768	132.549	94.9	92.286	78.154	105.428	92.027	82.865	102.259	145.417	122.303	166.106	76.843	131.834	128.156	106.275	97.823	165.658	139.139	115.598
85.184	30.124	96.422	139.894	33.043	46.37	138.287	77.471	32.791	99.407	101.992	121.632	124.614	49.203	36.431	93.441	33.388	85.464	63.251	78.052	20	119.578	86.362	64.791	119.252	82.213	52.536	132.886	41.222	24.527	103.947	70.103	83.389	21.792	94.424	101.825	73.614	85.141	110.779	106.769	115.197	65.909	137.352	128.182	92.123	103.664	158.855	124.865	128.22
65.912	104.791	49.431	112.452	118.564	111.886	115.281	82.275	130.867	50.218	90.608	81.62	15.466	140.256	108.803	45.372	85.227	99.527	87.178	147.726	118.578	14	91.635	67.036	22.78	58.632	79.696	129.001	99.992	123.321	30.631	67.872	71.018	136.593	82.797	59.385	70.871	71.86	35.452	41.847	45.444	82.913	54.337	29.133	61.959	101.182	64.845	30.713	89.164
36.395	73.958	62.335	42.533	72.633	100.265	37.945	32.741	110.987	57.477	25.46	31.86	88.51	130.573	55.961	87.079	74.675	135.72	101.892	72.83	86.362	107.635	3	78.352	93.014	96.889	79.222	51.046	72.453	102.766	80.427	46.655	47.41	107.437	36.152	38.263	66.173	34.171	100.917	77.7	110.184	40.757	62.309	69.912	55.671	24.477	104.669	93.856	53.317
44.591	48.663	21.432	96.85	73.281	59.722	103.024	49.307	80.884	61.662	75.644	75.961	59.847	95.762	62.606	21.552	39.416	51.431	41.148	118.051	82.791	58.036	82.352	7	64.004	18.21	29.375	101.49	55.41	63.606	33.568	45.267	38.687	94.601	67.296	61.22	38.942	56.732	56.243	39.387	63.107	49.051	75.237	56.33	48.303	89.402	101.202	54.374	104.048
55.316	94.206	33.71	101.089	111.795	110.596	101.788	81.187	110.362	53.894	73.824	80.312	16.469	139.945	103.07	53.64	92.964	80.223	66.659	145.019	121.252	23.78	93.014	51.004	18	52.821	61.936	115.723	92.278	107.524	33.441	58.137	63.549	140.384	75.852	55.771	69.147	65.024	31.47	26.566	51.35	65.237	62.174	34.411	44.472	76.681	65.729	17.21	95.198
60.669	60.706	43.684	113.769	84.925	70.42	108.978	75.515	73.696	73.031	95.832	100.643	61.529	100.754	65.28	26.26	49.833	58.468	34.932	117.28	72.213	55.632	85.889	32.21	45.821	3	20.765	116.557	69.042	73.002	31.266	58.326	62.283	99.008	80.163	75.487	48.15	71.108	53.716	44.047	45.812	66.137	91.359	64.298	56.915	87.639	113.042	43.719	114.165
47.123	41.475	52.577	118.756	57.997	59.351	109.905	74.692	54.576	72.096	90.552	93.564	74.142	79.409	41.713	40.944	27.177	56.005	17.103	104.877	56.536	79.696	90.222	29.375	66.936	39.765	15	118.16	45.521	43.626	52.611	36.369	54.588	78.66	82.832	59.921	41.245	71.841	71.516	61.668	68.364	50.5	102.533	70.693	56.207	89.1	126.389	58.155	109.114
84.954	107.008	101.961	22.236	89.978	148.513	30.497	70.184	141.552	80.608	37.47	41.421	118.916	161.881	103.187	128.795	106.404	158.394	124.689	100.58	115.886	130.001	39.046	117.49	113.723	131.557	111.16	19	106.157	138.314	117.836	93.307	82.036	147.687	47.654	76.478	103.002	58.833	128.826	105.002	142.33	67.773	82.707	108.931	79.366	38.139	96.535	124.61	39.471
43.488	28.173	52.567	100.603	30.906	60.489	93.888	50.389	53.553	72.93	81.339	82.845	102.177	79.55	18.24	69.948	25.178	75.573	59.29	74.449	49.222	97.992	62.453	52.41	91.278	68.042	46.521	97.157	1	56.322	64.19	44.365	48.201	60.763	67.364	70.74	27.135	65.919	103.346	79.222	98.413	43.688	101.487	82.23	60.977	73.428	122.603	80.502	95.839
75.554	37.423	81.671	143.779	60.635	19.9	135.037	94.227	25.241	98.444	104.754	116.006	106.711	42.834	43.128	76.93	35.192	72.8	59.957	87.768	25.527	128.321	94.766	69.606	112.524	65.002	57.626	133.314	58.322	11	80.133	68.949	92.424	30.615	102.984	105.801	68.222	103.606	108.65	101.757	108.089	70.888	131.79	124.132	95.098	116.223	164.376	110.775	129.395
46.778	69.413	17.101	95.669	90.328	96.591	96.036	59.922	99.148	43.453	79.474	68.819	33.046	112.867	81.142	36.945	74.602	70.877	44.076	130.549	102.947	47.631	81.427	38.568	32.441	32.266	44.611	105.836	74.19	87.133	10	46.854	34.045	115.992	70.318	46.361	54.388	54.688	31.884	36.874	40.792	56.153	59.724	43.045	47.803	73.101	78.792	35.919	99.448
13.354	62.441	28.77	73.852	55.93	89.313	79.012	41.19	94.196	32.583	57.584	56.289	61.697	102.779	47.552	42.57	46.798	89.594	51.504	100.9	81.103	58.872	57.655	37.267	58.137	56.326	43.369	88.307	41.365	75.949	47.854	7	10.487	98.895	47.553	29.799	28.874	32.681	67.483	33.969	77.381	19.392	68.903	57.32	16.174	51.284	83.753	50.269	65.765
17.458	75.575	25.07	65.5	63.743	91.595	64.702	30.891	94.628	26.111	45.589	48.423	66.081	117.249	67.166	47.793	62.258	91.955	65.695	109.286	91.389	64.018	56.41	46.687	53.549	47.283	58.588	72.036	55.201	81.424	50.045	29.487	18	98.176	45.884	16.543	31.265	33.205	68.308	42.213	86.775	30.793	58.417	50.105	19.386	58.4	72.513	61.422	68.362
100.927	44.786	111.864	137.899	51.977	41.258	137.363	98.731	47.763	123.185	123.88	131.595	136.428	46.158	50.707	110.572	49.432	97.757	77.261	76.154	21.792	149.593	114.437	89.601	138.384	94.008	79.66	138.687	63.763	35.615	107.992	94.895	94.176	8	110.628	120.477	85.347	114.609	139.17	116.365	130.148	92.421	147.085	127.798	106.912	124.28	171.647	134.897	136.856
35.729	77.533	62.051	41.622	81.83	113.359	39.82	33.975	123.881	28.128	20.185	18.737	86.833	141.361	71	71.323	87.999	129.704	88.987	106.428	111.424	77.797	41.152	63.296	74.852	91.163	79.832	53.654	64.364	100.984	74.318	43.553	47.884	125.628	10	19.064	48.18	17.033	80.347	59.497	99.688	49.128	36.528	52.252	35.254	31.806	76.251	71.373	30.349
36.256	76.709	36.014	70.383	72.652	97.861	63.625	25.425	98.328	21.461	34.154	36.211	60.376	122.587	75.11	56.339	65.916	99.408	76.237	107.027	94.825	76.385	34.263	65.22	62.771	69.487	74.921	71.478	70.74	105.801	60.361	35.799	28.543	108.477	19.064	15	51.484	19.948	70.237	37.609	81.91	29.361	50.972	41.078	28.929	45.866	82.106	64.76	44.849
31.59	45.766	34.44	83.67	49.949	68.451	79.82	51.471	77.364	51.226	55.571	65.854	65.223	101.027	40.936	47.415	30.031	85.568	40.72	92.865	74.614	82.871	68.173	38.942	73.147	37.15	25.245	93.002	38.135	61.222	52.388	23.874	28.265	79.347	55.18	43.484	20	51.151	61.975	42.505	77.694	37.729	78.57	67.781	29.928	65.022	111.693	65.425	83.529
17.719	71.058	47.21	51.18	71.392	90.595	48.342	21.627	110.394	23.355	23.924	35.738	72.396	119.182	60.931	73.972	61.284	110.156	82.184	91.259	84.141	67.86	29.171	51.732	62.024	75.108	73.841	62.833	58.919	102.606	51.688	22.681	20.205	112.609	23.033	19.948	49.151	7	78.757	55.595	102.474	28.242	58.326	57.918	23.534	42.67	78.939	61.728	56.382
65.972	103.738	44.891	118.228	108.775	105.97	110.822	83.011	110.379	69.245	91.483	97.63	18.687	139.198	103.391	44.725	87.531	72.389	70.261	139.417	109.779	26.452	96.917	52.243	25.47	57.716	57.516	125.826	101.346	115.65	27.884	64.483	53.308	122.17	81.347	78.237	71.975	68.757	17	37.852	36.927	71.859	79.568	39.744	68.133	92.688	90.915	28.822	105.696
35.285	84.271	34.167	93.027	84.738	108.96	90.522	49.626	114.724	32.399	59.632	59.927	28.81	132.711	86.74	43.486	68.41	89.582	64.225	124.303	103.769	37.847	61.7	56.387	27.566	41.047	68.668	99.002	73.222	103.757	36.874	47.969	33.213	122.365	48.497	41.609	56.505	53.595	36.852	3	67.063	47.487	43.86	23.454	43.173	61.872	61.86	35.163	84.072
75.906	102.517	50.062	135.083	107.315	103.017	131.561	103.597	113.044	75.062	115.872	118.741	42.527	125.089	96.632	42.583	90.534	62.688	61.193	152.106	110.197	40.444	124.184	61.107	47.35	54.812	57.364	137.33	100.413	106.089	46.792	77.381	73.775	138.148	104.688	90.91	82.694	97.474	34.927	60.063	10	86.057	101.217	59.423	80.518	107.375	97.289	40.302	133.052
17.35	56.817	42.052	71.169	52.64	81.727	72.345	28.362	75.842	35.843	40.028	60.142	88.022	114.236	35.827	71.023	58.414	104.214	71.299	77.843	66.909	86.913	39.757	42.051	67.237	54.137	52.5	71.773	33.688	66.888	60.153	21.392	25.793	83.421	36.128	28.361	27.729	26.242	86.859	52.487	93.057	18	75.323	73.893	34.723	49.875	107.158	79.541	70.657
54.17	117.308	64.284	60.055	112.54	123.407	54.426	60.657	129.861	37.347	54.235	40.056	63.512	163.594	97.991	74.257	93.601	125.349	104.706	136.834	127.352	60.337	60.309	78.237	48.174	78.359	89.533	69.707	89.487	131.79	61.724	62.903	52.417	155.085	45.528	47.972	71.57	42.326	69.568	46.86	94.217	62.323	13	41.827	51.73	50.74	42.88	52.921	46.999
56.545	106.528	50.464	87.371	104.244	106.042	83.173	63.954	126.98	32.622	59.875	57.602	27.837	151.945	97.641	57.881	95.86	100.246	86.017	144.156	111.182	27.133	73.912	53.33	31.411	57.298	69.693	94.931	83.23	108.132	34.045	49.32	53.105	143.798	58.252	43.078	58.781	59.918	48.744	18.454	56.423	61.893	35.827	16	40.17	77.239	46.747	21.124	81.204
16.375	75.326	34.772	67.872	68.595	87.243	75.073	35.123	92.292	33.411	40.949	39.8	61.963	116.923	55.96	50.453	53.929	85.574	60.309	91.275	96.123	66.959	52.671	46.303	60.472	60.915	55.207	78.366	52.977	93.098	33.803	24.174	11.386	94.912	35.254	25.929	42.928	27.534	66.133	40.173	80.518	23.723	53.73	40.17	9	51.76	85.765	50.31	59.746
50.142	83.405	76.818	41.657	88.969	129.57	38.806	28.795	128.319	53.487	22.811	14.897	95.827	151.976	73.494	93.036	89.287	130.824	105.758	90.823	107.664	87.182	24.477	90.402	90.681	100.639	97.1	35.139	75.428	119.223	86.101	64.284	55.4	125.28	25.806	32.866	70.022	41.67	91.688	71.872	124.375	46.875	58.74	76.239	55.76	6	87.696	92.488	37.577
97.138	137.087	90.818	77.839	147.706	159.507	78.09	88.386	159.856	71.68	74.303	72.488	63.271	196.836	137.379	90.59	122.368	150.474	121.709	153.658	154.855	69.845	104.669	99.202	72.729	105.042	111.389	100.535	122.603	157.376	88.792	91.753	91.513	176.647	80.251	71.106	109.693	81.939	77.915	70.86	94.289	106.158	42.88	49.747	88.765	88.696	9	69.742	75.073
60.873	97.14	42.035	111.579	100.26	95.644	97.208	76.555	115.486	57.26	76.441	84.281	12.69	132.006	94.357	39.513	87.519	77.06	70.522	134.139	111.865	20.713	82.856	52.374	11.21	49.719	65.155	118.61	81.502	116.775	18.919	60.269	51.422	130.897	68.373	52.76	64.425	60.728	16.822	20.163	52.302	78.541	68.921	38.124	47.31	85.488	67.742	5	84.939
67.06	117.87	92.028	18.16	98.486	138.329	16.03	54.311	149.429	67.079	37.647	31.708	96.649	176.353	94.995	96.399	106.965	157.245	132.982	122.598	137.22	97.164	55.317	107.048	89.198	113.165	113.114	40.471	107.839	131.395	90.448	67.765	70.362	139.856	47.349	53.849	92.529	47.382	106.696	70.072	122.052	75.657	52.999	82.204	61.746	30.577	66.073	85.939	10
